feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:105338655	LOC105338655	chondroitin sulfate proteoglycan 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345402	LOC105345402	uncharacterized LOC105345402	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318390	LOC105318390	transcription elongation factor A protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348440	LOC105348440	puromycin-sensitive aminopeptidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329726	LOC105329726	peptidyl-prolyl cis-trans isomerase FKBP1A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320274	LOC105320274	mitochondrial inner membrane m-AAA protease component AFG3L2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347391	LOC105347391	ATP-binding cassette sub-family G member 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323230	LOC105323230	microsomal triglyceride transfer protein large subunit	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326845	LOC105326845	CLIP-associating protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317131	LOC105317131	uncharacterized LOC105317131	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336320	LOC105336320	heat shock 70 kDa protein 12A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681429	LOC117681429	integrase/recombinase xerD homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319697	LOC105319697	sodium/calcium exchanger 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322199	LOC105322199	D-aspartate oxidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330142	LOC105330142	calponin homology domain-containing protein DDB_G0272472	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274295	LOC136274295	MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270347	LOC136270347	thimet oligopeptidase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272000	LOC136272000	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320519	LOC105320519	uncharacterized LOC105320519	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341170	LOC105341170	uncharacterized LOC105341170	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686058	LOC117686058	uncharacterized LOC117686058	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334883	LOC105334883	uncharacterized LOC105334883	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691344	LOC117691344	uncharacterized LOC117691344	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347828	Rps5	ribosomal protein S5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682278	LOC117682278	E3 ubiquitin-protein ligase TRIM45-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338617	LOC105338617	rotatin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328596	LOC105328596	small conductance calcium-activated potassium channel protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682489	LOC117682489	uncharacterized LOC117682489	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271865	LOC136271865	uncharacterized LOC136271865	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344348	LOC105344348	uncharacterized LOC105344348	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339616	LOC105339616	ubiquitin-like modifier-activating enzyme 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271217	LOC136271217	uncharacterized LOC136271217	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337065	LOC105337065	SH3 and multiple ankyrin repeat domains protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347643	LOC105347643	putative glycerol kinase 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339660	LOC105339660	ATP-dependent translocase ABCB1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270947	LOC136270947	uncharacterized LOC136270947	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343550	LOC105343550	uncharacterized LOC105343550	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340156	LOC105340156	protein Aster-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325342	LOC105325342	14-3-3 protein beta/alpha-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326800	LOC105326800	uncharacterized LOC105326800	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343926	LOC105343926	vascular endothelial growth factor C	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333633	LOC105333633	proteasome inhibitor PI31 subunit	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332022	LOC105332022	protein unc-93 homolog A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328544	LOC105328544	rab GDP dissociation inhibitor beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320821	LOC105320821	BTB/POZ domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335513	LOC105335513	nucleolar and coiled-body phosphoprotein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325235	LOC105325235	zinc finger matrin-type protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269584	LOC136269584	uncharacterized LOC136269584	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333535	LOC105333535	E3 ubiquitin-protein ligase listerin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109617077	LOC109617077	rho-related protein racA	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328651	LOC105328651	uncharacterized LOC105328651	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683603	LOC117683603	putative nuclease HARBI1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274797	LOC136274797	MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344769	LOC105344769	sentrin-specific protease 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323823	LOC105323823	potassium voltage-gated channel protein Shaw	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681733	LOC117681733	uncharacterized LOC117681733	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331656	LOC105331656	uncharacterized LOC105331656	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331277	LOC105331277	cyclin-dependent kinase 9	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332707	LOC105332707	organic solute transporter subunit alpha	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327417	LOC105327417	uncharacterized LOC105327417	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342054	LOC105342054	uncharacterized LOC105342054	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691348	LOC117691348	putative leucine-rich repeat-containing protein DDB_G0290503	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322995	LOC105322995	synaptobrevin homolog YKT6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274762	LOC136274762	scavenger receptor class F member 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335206	LOC105335206	uncharacterized LOC105335206	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326062	LOC105326062	proteasomal ATPase-associated factor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680377	LOC117680377	WW domain-containing oxidoreductase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341100	LOC105341100	uncharacterized LOC105341100	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680504	LOC117680504	DNA polymerase delta subunit 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341058	LOC105341058	uncharacterized LOC105341058	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687727	LOC117687727	tyrosine-protein kinase SRK2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276469	LOC136276469	uncharacterized LOC136276469	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341234	LOC105341234	F-BAR domain only protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328626	LOC105328626	uncharacterized LOC105328626	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334149	LOC105334149	A-kinase anchor protein 17A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322274	LOC105322274	DIS3-like exonuclease 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269679	LOC136269679	uncharacterized LOC136269679	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275065	LOC136275065	uncharacterized LOC136275065	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346956	LOC105346956	cilia- and flagella-associated protein 141	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681994	LOC117681994	uncharacterized LOC117681994	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349016	LOC105349016	heat shock 70 kDa protein 12B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276531	LOC136276531	uncharacterized LOC136276531	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322112	LOC105322112	uncharacterized LOC105322112	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322807	LOC105322807	uncharacterized LOC105322807	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328252	LOC105328252	uncharacterized LOC105328252	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319983	LOC105319983	uncharacterized LOC105319983	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346635	LOC105346635	calexcitin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334267	LOC105334267	inversin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336135	LOC105336135	huntingtin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328253	LOC105328253	uncharacterized LOC105328253	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340978	LOC105340978	cytochrome P450 2B4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332712	LOC105332712	integrin alpha-6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271683	LOC136271683	uncharacterized LOC136271683	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322414	LOC105322414	kanadaptin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317802	LOC105317802	uncharacterized LOC105317802	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333269	LOC105333269	alkaline phosphatase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273113	LOC136273113	uncharacterized LOC136273113	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325154	LOC105325154	uncharacterized LOC105325154	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680442	LOC117680442	protein pellino	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318648	LOC105318648	protein phosphatase PTC7 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335547	LOC105335547	multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341656	LOC105341656	protein maelstrom homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339316	LOC105339316	spermine oxidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319095	LOC105319095	RNA ligase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343821	LOC105343821	uncharacterized LOC105343821	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338509	LOC105338509	adipokinetic hormone/corazonin-related peptide receptor variant I	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109620919	LOC109620919	uncharacterized LOC109620919	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345743	LOC105345743	sodium-coupled monocarboxylate transporter 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275265	LOC136275265	uncharacterized LOC136275265	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329168	LOC105329168	peroxisomal membrane protein 11C	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322734	LOC105322734	interferon-induced protein 44	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684591	LOC117684591	tripartite motif-containing protein 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324402	LOC105324402	plexin-B2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269712	LOC136269712	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332438	LOC105332438	alpha-L-fucosidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330509	LOC105330509	multiple epidermal growth factor-like domains protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345188	LOC105345188	solute carrier family 66 member 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326463	LOC105326463	large ribosomal subunit protein eL20	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345779	LOC105345779	26S proteasome regulatory subunit 6A-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344147	LOC105344147	cyclin-dependent kinase 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323044	LOC105323044	uncharacterized LOC105323044	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341321	LOC105341321	5'-AMP-activated protein kinase catalytic subunit alpha-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276517	LOC136276517	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341082	LOC105341082	uncharacterized LOC105341082	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334159	LOC105334159	tight junction protein ZO-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325227	LOC105325227	telomerase reverse transcriptase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325695	LOC105325695	uncharacterized LOC105325695	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269758	LOC136269758	E3 ubiquitin-protein ligase TRIM56-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686383	LOC117686383	P2X purinoceptor 7-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271208	LOC136271208	endoribonuclease YbeY-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326319	LOC105326319	protein GPR107	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321348	LOC105321348	heterogeneous nuclear ribonucleoprotein U	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347160	LOC105347160	BAI1-associated protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333447	LOC105333447	E3 ubiquitin-protein ligase rfwd3.S	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274451	LOC136274451	uncharacterized LOC136274451	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321523	LOC105321523	INO80 complex subunit B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339443	LOC105339443	D-aspartate oxidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319191	LOC105319191	uncharacterized LOC105319191	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272356	LOC136272356	uncharacterized LOC136272356	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333674	LOC105333674	uncharacterized LOC105333674	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324541	LOC105324541	poly(A) polymerase type 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346430	LOC105346430	uncharacterized LOC105346430	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338111	LOC105338111	uncharacterized LOC105338111	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274929	LOC136274929	uncharacterized LOC136274929	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334251	LOC105334251	DNA excision repair protein ERCC-5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339341	LOC105339341	DNA replication licensing factor mcm7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327829	LOC105327829	protein BRICK1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338026	LOC105338026	hemicentin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319268	LOC105319268	SRSF protein kinase 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117685499	LOC117685499	uncharacterized LOC117685499	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680350	LOC117680350	sialin-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326623	LOC105326623	uncharacterized LOC105326623	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334663	LOC105334663	acid ceramidase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340661	LOC105340661	uncharacterized LOC105340661	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340403	LOC105340403	chloride channel protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687900	LOC117687900	uncharacterized LOC117687900	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327751	LOC105327751	protein cramped-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326296	LOC105326296	uncharacterized LOC105326296	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692010	LOC117692010	piggyBac transposable element-derived protein 4-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334248	LOC105334248	fibronectin type-III domain-containing protein 3a	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273793	LOC136273793	protein ABHD15-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344658	LOC105344658	uncharacterized LOC105344658	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273673	LOC136273673	uncharacterized LOC136273673	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319178	LOC105319178	sodium- and chloride-dependent glycine transporter 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333672	LOC105333672	visual pigment-like receptor peropsin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343349	LOC105343349	ATP synthase subunit delta, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338414	LOC105338414	uncharacterized LOC105338414	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275659	LOC136275659	uncharacterized LOC136275659	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109618439	LOC109618439	tripartite motif-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688332	LOC117688332	scavenger receptor class F member 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274751	LOC136274751	uncharacterized LOC136274751	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333429	LOC105333429	uncharacterized LOC105333429	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270628	LOC136270628	ankyrin repeat, PH and SEC7 domain containing protein secG-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326984	LOC105326984	condensin complex subunit 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341248	LOC105341248	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338933	LOC105338933	uncharacterized LOC105338933	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335157	LOC105335157	serine/threonine-protein kinase Nek1	protein_coding	GCF_963853765.1-RS_2024_06
